Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1953/2/25,67,78,61,0.05,,
1953/2/26,64,68,59,0,,
1953/2/27,66,75,62,0.03,,
1953/2/28,67,77,63,0.15,,
1953/3/1,71,82,65,0,,
1953/3/2,71,80,67,0,,
1953/3/3,70,77,65,0.01,,
1953/3/4,67,71,62,0,,
1953/3/5,60,66,54,0.02,,
1953/3/6,55,59,53,0.14,,
1953/3/7,58,67,55,0.94,,
1953/3/8,66,77,61,0,,
1953/3/9,67,74,62,0,,
1953/3/10,71,80,66,0,,
1953/3/11,71,76,69,0,,
1953/3/12,69,75,65,0.01,,
1953/3/13,64,66,61,0.15,,
1953/3/14,63,64,61,0.35,,
1953/3/15,61,65,59,0.4,,
1953/3/16,58,61,56,0.04,,
1953/3/17,58,61,56,0,,
1953/3/18,61,67,57,0.11,,
1953/3/19,69,77,64,0,,
1953/3/20,72,81,69,0,,
1953/3/21,69,78,65,0,,
1953/3/22,64,65,61,0.02,,
1953/3/23,65,70,61,0,,
1953/3/24,70,76,66,0,,
1953/3/25,72,79,67,0,,
1953/3/26,70,75,66,0,,
1953/3/27,68,71,66,1.52,,
1953/3/28,56,66,50,0.02,,
1953/3/29,55,59,51,0.32,,
1953/3/30,54,58,52,0.18,,
1953/3/31,53,56,51,0.73,,
1953/4/1,54,57,53,0.35,,
1953/4/2,60,70,55,0,,
1953/4/3,63,78,54,0,,
1953/4/4,66,78,56,0,,
1953/4/5,72,82,64,0,,
1953/4/6,69,72,66,0,,
1953/4/7,67,71,63,0.28,,
1953/4/8,68,72,66,0,,
1953/4/9,71,79,66,0,,
1953/4/10,73,82,70,0,,
1953/4/11,70,74,62,0.01,,
1953/4/12,58,62,56,0.53,,
1953/4/13,58,61,55,0.25,,
1953/4/14,62,68,59,0.17,,
1953/4/15,64,68,62,0.29,,
1953/4/16,61,63,60,0.13,,
1953/4/17,60,61,59,0.93,,
1953/4/18,62,66,60,0.06,,
1953/4/19,65,72,61,0.01,,
1953/4/20,64,68,62,0,,
1953/4/21,63,69,62,0.28,,
1953/4/22,62,65,61,0.47,,
1953/4/23,63,69,59,0.17,,
1953/4/24,62,66,60,0.04,,
1953/4/25,65,77,56,0,,
1953/4/26,71,78,65,0.01,,
1953/4/27,73,81,69,0.02,,
1953/4/28,76,85,72,0.02,,
1953/4/29,76,88,73,0.24,,
1953/4/30,76,85,71,1.6,,
1953/5/1,70,76,68,0.9,,
1953/5/2,71,78,67,0.11,,
1953/5/3,68,73,66,0.01,,
1953/5/4,68,75,66,0.23,,
1953/5/5,70,76,68,0.52,,
1953/5/6,73,78,69,0.23,,
1953/5/7,76,86,69,0,,
1953/5/8,76,89,67,0,,
1953/5/9,75,87,68,0,,
1953/5/10,77,87,71,0,,
1953/5/11,80,88,76,0.12,,
1953/5/12,80,90,76,0.39,,
1953/5/13,75,90,69,1.59,,
1953/5/14,69,78,64,0.13,,
1953/5/15,69,71,68,1.47,,
1953/5/16,71,76,67,0.19,,
1953/5/17,76,84,73,0.35,,
1953/5/18,75,78,74,1.24,,
1953/5/19,77,84,74,0.02,,
1953/5/20,78,87,75,0.44,,
1953/5/21,80,85,77,0.2,,
1953/5/22,81,90,76,1.51,,
1953/5/23,79,90,77,0.13,,
1953/5/24,79,88,74,0.01,,
1953/5/25,81,90,76,0.3,,
1953/5/26,79,89,77,0.54,,
1953/5/27,76,83,71,0.47,,
1953/5/28,77,88,70,0,,
1953/5/29,77,86,73,0.01,,
1953/5/30,78,87,76,1.67,,
1953/5/31,82,90,77,0.18,,
1953/6/1,80,88,74,1.52,,
1953/6/2,77,84,74,0.55,,
1953/6/3,80,87,76,0.73,,
1953/6/4,82,90,78,0,,
1953/6/5,79,90,72,0.35,,
1953/6/6,78,87,72,1.47,,
1953/6/7,76,84,73,0.09,,
1953/6/8,78,85,74,1.25,,
1953/6/9,79,87,77,0.22,,
1953/6/10,83,89,79,0.01,,
1953/6/11,79,88,73,1.07,,
1953/6/12,79,89,74,0,,
1953/6/13,78,85,75,0,,
1953/6/14,77,84,74,0.52,,
1953/6/15,80,88,74,0.2,,
1953/6/16,80,87,75,0.41,,
1953/6/17,80,88,76,0.08,,
1953/6/18,81,89,78,0.05,,
1953/6/19,82,91,76,0,,
1953/6/20,83,91,78,0,,
1953/6/21,83,92,78,0.11,,
1953/6/22,83,92,77,0,,
1953/6/23,83,92,79,0.18,,
1953/6/24,83,90,78,0,,
1953/6/25,85,93,79,0,,
1953/6/26,84,91,79,0,,
1953/6/27,84,92,80,0,,
1953/6/28,84,93,80,0.02,,
1953/6/29,82,92,80,0.01,,
1953/6/30,81,89,78,0.17,,
1953/7/1,80,87,77,0.21,,
1953/7/2,78,87,74,1.8,,
1953/7/3,81,90,76,0.89,,
1953/7/4,85,94,79,0,,
1953/7/5,81,90,75,1.23,,
1953/7/6,79,88,76,1.26,,
1953/7/7,80,87,76,0.06,,
1953/7/8,82,90,77,0,,
1953/7/9,82,91,77,0,,
1953/7/10,83,92,78,0.01,,
1953/7/11,83,91,77,0,,
1953/7/12,84,93,79,0,,
1953/7/13,85,93,79,0,,
1953/7/14,84,94,78,0,,
1953/7/15,82,92,75,1.16,,
1953/7/16,83,93,79,0.02,,
1953/7/17,84,94,79,0,,
1953/7/18,85,94,81,0,,
1953/7/19,85,94,80,0,,
1953/7/20,84,94,80,0,,
1953/7/21,85,95,80,0,,
1953/7/22,85,94,81,0,,
1953/7/23,84,92,79,0,,
1953/7/24,82,91,76,0.45,,
1953/7/25,78,86,77,0.03,,
1953/7/26,80,88,77,0.31,,
1953/7/27,82,91,77,0.19,,
1953/7/28,83,93,77,0,,
1953/7/29,83,93,77,0,,
1953/7/30,84,94,78,0,,
1953/7/31,85,91,81,0,,
1953/8/1,84,94,78,0,,
1953/8/2,82,88,78,0.37,,
1953/8/3,83,91,79,0,,
1953/8/4,84,92,79,0.21,,
1953/8/5,85,94,79,0.03,,
1953/8/6,86,95,80,0,,
1953/8/7,86,96,81,0,,
1953/8/8,86,94,80,0,,
1953/8/9,85,95,80,0.06,,
1953/8/10,84,94,79,0.16,,
1953/8/11,84,92,78,0,,
1953/8/12,87,102,79,0,,
1953/8/13,84,98,74,1.07,,
1953/8/14,81,87,79,0.56,,
1953/8/15,81,90,77,0,,
1953/8/16,86,96,78,0,,
1953/8/17,87,94,83,0,,
1953/8/18,85,90,82,0,,
1953/8/19,81,90,75,4.22,,
1953/8/20,80,87,77,0.01,,
1953/8/21,83,91,76,0,,
1953/8/22,80,83,76,0.3,,
1953/8/23,77,84,75,0.72,,
1953/8/24,80,89,76,0,,
1953/8/25,83,91,77,0,,
1953/8/26,84,93,79,0,,
1953/8/27,85,95,79,0,,
1953/8/28,84,95,79,0,,
1953/8/29,82,92,76,0,,
1953/8/30,83,92,78,0,,
1953/8/31,84,92,79,0,,
1953/9/1,84,91,79,0,,
1953/9/2,78,84,73,2.5,,
1953/9/3,78,85,76,2.06,,
1953/9/4,80,86,77,0,,
1953/9/5,79,86,77,0.04,,
1953/9/6,80,89,75,0.05,,
1953/9/7,78,88,77,0.55,,
1953/9/8,77,85,74,1.96,,
1953/9/9,80,91,75,0.03,,
1953/9/10,82,91,77,0.31,,
1953/9/11,82,90,78,0,,
1953/9/12,77,83,74,0.3,,
1953/9/13,76,83,74,0.23,,
1953/9/14,74,79,73,0,,
1953/9/15,77,86,72,0,,
1953/9/16,79,87,73,0,,
1953/9/17,81,89,75,0,,
1953/9/18,79,82,74,0.06,,
1953/9/19,75,78,73,5.63,,
1953/9/20,79,89,72,0,,
1953/9/21,79,88,73,0.72,,
1953/9/22,80,87,76,0,,
1953/9/23,78,85,74,0,,
1953/9/24,78,85,73,0,,
1953/9/25,80,88,75,0,,
1953/9/26,76,82,72,0.13,,
1953/9/27,71,73,69,1.76,,
1953/9/28,72,74,71,0.87,,
1953/9/29,77,86,71,0.04,,
1953/9/30,79,86,72,0,,
1953/10/1,78,85,72,0,,
1953/10/2,76,80,73,0,,
1953/10/3,76,84,70,0,,
1953/10/4,77,86,73,0.3,,
1953/10/5,78,84,74,0.17,,
1953/10/6,79,87,75,0,,
1953/10/7,80,88,76,0.25,,
1953/10/8,77,83,73,0.16,,
1953/10/9,78,85,73,0,,
1953/10/10,77,85,73,0,,
1953/10/11,75,83,70,0.44,,
1953/10/12,75,84,70,0,,
1953/10/13,77,85,72,0,,
1953/10/14,76,85,71,0,,
1953/10/15,78,86,74,0,,
1953/10/16,78,85,75,0.06,,
1953/10/17,79,87,74,0,,
1953/10/18,79,87,75,0,,
1953/10/19,78,87,74,0,,
1953/10/20,76,84,71,0,,
1953/10/21,75,85,69,0,,
1953/10/22,70,76,65,0.22,,
1953/10/23,70,78,65,0,,
1953/10/24,73,82,66,0,,
1953/10/25,76,85,69,0,,
1953/10/26,76,85,71,0,,
1953/10/27,77,87,71,0,,
1953/10/28,78,87,72,0.01,,
1953/10/29,77,87,70,0,,
1953/10/30,77,85,74,0,,
1953/10/31,73,78,71,0.28,,
1953/11/1,68,73,62,0.32,,
1953/11/2,64,68,61,0.17,,
1953/11/3,68,73,64,0,,
1953/11/4,70,76,65,0.11,,
1953/11/5,75,81,70,0.05,,
1953/11/6,77,84,73,0,,
1953/11/7,75,82,71,0,,
1953/11/8,75,82,72,0.01,,
1953/11/9,77,83,73,0.13,,
1953/11/10,71,77,64,0,,
1953/11/11,62,65,60,0.31,,
1953/11/12,63,68,60,0.11,,
1953/11/13,63,69,60,0,,
1953/11/14,64,69,61,0,,
1953/11/15,70,76,65,0,,
1953/11/16,72,83,65,0,,
1953/11/17,72,80,66,0,,
1953/11/18,61,68,54,0,,
1953/11/19,53,61,48,0,,
1953/11/20,53,64,46,0,,
1953/11/21,59,69,52,0,,
1953/11/22,64,74,58,0,,
1953/11/23,67,76,58,0,,
1953/11/24,69,76,64,0.07,,
1953/11/25,72,83,67,0.01,,
1953/11/26,67,75,61,0,,
1953/11/27,63,71,58,0,,
1953/11/28,63,71,57,0,,
1953/11/29,66,76,59,0,,
1953/11/30,65,79,56,0,,
1953/12/1,71,82,64,0,,
1953/12/2,70,73,66,0.44,,
1953/12/3,60,66,55,0.41,,
1953/12/4,53,55,51,0.89,,
1953/12/5,51,53,49,0.19,,
1953/12/6,50,51,48,0.79,,
1953/12/7,51,54,48,0.58,,
1953/12/8,52,55,49,0.08,,
1953/12/9,53,58,50,0,,
1953/12/10,51,59,45,0,,
1953/12/11,51,61,43,0,,
1953/12/12,54,65,47,0,,
1953/12/13,58,67,50,0,,
1953/12/14,62,73,54,0,,
1953/12/15,65,76,57,0,,
1953/12/16,65,73,61,0,,
1953/12/17,66,77,60,0,,
1953/12/18,61,66,57,0,,
1953/12/19,62,72,55,0,,
1953/12/20,62,72,55,0,,
1953/12/21,67,75,62,0,,
1953/12/22,66,72,62,0,,
1953/12/23,58,63,54,0,,
1953/12/24,56,65,51,0,,
1953/12/25,56,65,49,0,,
1953/12/26,54,65,44,0,,
1953/12/27,61,71,55,0,,
1953/12/28,65,78,58,0,,
1953/12/29,67,76,63,0,,
1953/12/30,64,73,60,0,,
1953/12/31,64,70,61,0,,
1954/1/1,64,72,60,0,,
1954/1/2,62,70,54,0,,
1954/1/3,64,70,58,0,,
1954/1/4,67,74,62,0,,
1954/1/5,64,72,61,0,,
1954/1/6,62,69,57,0,,
1954/1/7,63,73,56,0,,
1954/1/8,63,72,57,0,,
1954/1/9,64,74,57,0,,
1954/1/10,67,76,61,0,,
1954/1/11,66,72,60,0,,
1954/1/12,67,75,61,0,,
1954/1/13,65,74,61,0,,
1954/1/14,63,67,59,0,,
1954/1/15,65,72,61,0,,
1954/1/16,67,75,63,0.01,,
1954/1/17,64,69,60,0,,
1954/1/18,67,72,62,0,,
1954/1/19,70,77,66,0.03,,
1954/1/20,72,80,68,0,,
1954/1/21,71,78,68,0,,
1954/1/22,63,68,59,0.04,,
1954/1/23,56,65,47,0.22,,
1954/1/24,44,48,41,0.65,,
1954/1/25,42,44,39,0.18,,
1954/1/26,45,52,40,0,,
1954/1/27,49,52,46,0,,
1954/1/28,51,59,44,0,,
1954/1/29,51,60,42,0,,
1954/1/30,51,64,41,0,,
1954/1/31,56,65,48,0,,
1954/2/1,55,70,45,0,,
1954/2/2,59,72,50,0,,
1954/2/3,60,67,52,0,,
1954/2/4,57,67,49,0,,
1954/2/5,54,61,48,0,,
1954/2/6,52,57,48,0,,
1954/2/7,49,58,45,0,,
1954/2/8,50,65,39,0,,
1954/2/9,53,67,41,0,,
1954/2/10,58,73,47,0,,
1954/2/11,65,76,56,0,,
1954/2/12,66,77,59,0,,
1954/2/13,64,69,60,0,,
1954/2/14,63,67,59,0.04,,
1954/2/15,65,68,62,0.34,,
1954/2/16,70,77,66,0,,
1954/2/17,59,72,47,1.69,,
1954/2/18,50,56,46,0.15,,
1954/2/19,50,52,46,0.02,,
1954/2/20,48,51,45,0.32,,
1954/2/21,49,51,46,0.01,,
1954/2/22,51,58,42,0,,
1954/2/23,54,58,51,0,,
1954/2/24,58,63,54,0,,
1954/2/25,66,74,59,0,,
1954/2/26,67,76,59,0,,
1954/2/27,69,76,63,0,,
1954/2/28,69,75,64,0,,
1954/3/1,68,75,66,0.17,,
1954/3/2,60,67,58,0,,
1954/3/3,60,62,58,0.03,,
1954/3/4,54,61,50,0.01,,
1954/3/5,48,51,46,0,,
1954/3/6,46,48,43,0.12,,
1954/3/7,46,49,43,0,,
1954/3/8,50,54,45,0,,
1954/3/9,57,63,51,0,,
1954/3/10,62,69,56,0,,
1954/3/11,62,67,57,0,,
1954/3/12,53,58,51,0.15,,
1954/3/13,51,53,49,0.03,,
1954/3/14,51,55,48,0.07,,
1954/3/15,53,58,49,0,,
1954/3/16,58,67,48,0,,
1954/3/17,63,75,50,0,,
1954/3/18,63,76,51,0,,
1954/3/19,66,75,59,0.15,,
1954/3/20,67,73,64,0.65,,
1954/3/21,62,67,59,0,,
1954/3/22,60,71,52,0,,
1954/3/23,60,72,49,0,,
1954/3/24,62,74,51,0,,
1954/3/25,65,78,54,0,,
1954/3/26,67,78,59,0,,
1954/3/27,71,77,66,0,,
1954/3/28,69,79,61,0.01,,
1954/3/29,54,61,47,0.82,,
1954/3/30,61,69,54,0,,
1954/3/31,60,65,55,0.06,,
1954/4/1,66,76,61,0.02,,
1954/4/2,71,78,67,0,,
1954/4/3,73,78,69,0,,
1954/4/4,73,78,69,0,,
1954/4/5,73,77,71,0,,
1954/4/6,73,80,69,0,,
1954/4/7,73,78,69,0.43,,
1954/4/8,72,77,68,0.41,,
1954/4/9,70,73,68,0.05,,
1954/4/10,70,72,67,0.48,,
1954/4/11,71,77,68,0.97,,
1954/4/12,74,82,65,0,,
1954/4/13,69,78,67,1.22,,
1954/4/14,74,80,68,0.02,,
1954/4/15,77,82,74,0.02,,
1954/4/16,79,85,76,0,,
1954/4/17,78,88,69,0.37,,
1954/4/18,73,79,68,0.23,,
1954/4/19,71,76,69,0.08,,
1954/4/20,63,69,59,0.87,,
1954/4/21,64,67,60,0.04,,
1954/4/22,63,66,59,0.83,,
1954/4/23,68,72,63,0.1,,
1954/4/24,73,78,69,0.06,,
1954/4/25,73,76,70,0.33,,
1954/4/26,75,81,70,0.05,,
1954/4/27,69,77,62,1.72,,
1954/4/28,61,63,59,0.2,,
1954/4/29,68,79,60,0.02,,
1954/4/30,75,82,65,0,,
1954/5/1,74,81,68,0,,
1954/5/2,78,84,71,0.32,,
1954/5/3,72,78,69,0.84,,
1954/5/4,73,77,70,0.01,,
1954/5/5,75,81,69,0,,
1954/5/6,77,83,73,0.1,,
1954/5/7,82,89,76,0,,
1954/5/8,81,89,76,0,,
1954/5/9,79,89,72,0.17,,
1954/5/10,71,77,66,0.48,,
1954/5/11,77,84,72,0.02,,
1954/5/12,79,85,74,0.34,,
1954/5/13,80,85,75,1.63,,
1954/5/14,79,87,76,1.19,,
1954/5/15,81,89,75,0,,
1954/5/16,78,84,74,0.51,,
1954/5/17,79,87,72,0.01,,
1954/5/18,80,87,75,0,,
1954/5/19,81,90,74,0,,
1954/5/20,82,90,75,0,,
1954/5/21,83,90,77,0,,
1954/5/22,80,89,74,0.63,,
1954/5/23,74,78,72,2.04,,
1954/5/24,80,88,73,0.05,,
1954/5/25,83,90,77,0,,
1954/5/26,83,90,76,0,,
1954/5/27,82,89,76,0,,
1954/5/28,83,90,78,0,,
1954/5/29,83,92,77,0.21,,
1954/5/30,81,88,74,0.61,,
1954/5/31,79,84,72,1.3,,
1954/6/1,73,81,69,0.23,,
1954/6/2,78,86,72,0,,
1954/6/3,81,88,74,0,,
1954/6/4,79,86,75,0.61,,
1954/6/5,79,85,76,1,,
1954/6/6,78,81,76,2.67,,
1954/6/7,80,88,76,1.11,,
1954/6/8,79,87,76,0.28,,
1954/6/9,83,89,77,0.01,,
1954/6/10,80,87,78,1.46,,
1954/6/11,80,87,74,0.12,,
1954/6/12,81,89,76,1.08,,
1954/6/13,83,88,78,0.34,,
1954/6/14,84,91,78,0.01,,
1954/6/15,86,92,79,0,,
1954/6/16,85,92,80,0,,
1954/6/17,85,92,81,0,,
1954/6/18,85,93,80,0,,
1954/6/19,83,87,80,0.13,,
1954/6/20,80,87,75,0.62,,
1954/6/21,80,90,74,0.65,,
1954/6/22,80,85,76,0.79,,
1954/6/23,82,90,78,0,,
1954/6/24,81,88,77,0.02,,
1954/6/25,81,89,77,0.15,,
1954/6/26,83,90,77,0.11,,
1954/6/27,83,90,78,0,,
1954/6/28,82,90,76,0,,
1954/6/29,84,92,77,0,,
1954/6/30,82,90,74,0.83,,
1954/7/1,79,88,75,0.81,,
1954/7/2,81,89,76,0.02,,
1954/7/3,82,88,77,0.35,,
1954/7/4,82,88,77,1.38,,
1954/7/5,84,90,77,0,,
1954/7/6,84,91,77,0,,
1954/7/7,83,90,77,0.14,,
1954/7/8,80,87,77,0.21,,
1954/7/9,80,87,76,0.18,,
1954/7/10,84,92,78,0,,
1954/7/11,85,92,79,0,,
1954/7/12,85,92,79,0,,
1954/7/13,85,91,79,0,,
1954/7/14,84,90,79,0,,
1954/7/15,85,92,78,0.15,,
1954/7/16,83,92,76,0,,
1954/7/17,84,92,77,0,,
1954/7/18,85,93,78,0,,
1954/7/19,85,92,78,0,,
1954/7/20,84,91,78,0.68,,
1954/7/21,81,90,78,0.22,,
1954/7/22,85,92,77,0,,
1954/7/23,86,93,79,0,,
1954/7/24,86,93,80,0,,
1954/7/25,85,92,80,0,,
1954/7/26,84,90,78,0.85,,
1954/7/27,85,92,78,0,,
1954/7/28,85,93,78,0,,
1954/7/29,85,93,79,0,,
1954/7/30,84,91,79,0,,
1954/7/31,84,91,78,0,,
1954/8/1,85,92,79,0,,
1954/8/2,81,87,78,0.15,,
1954/8/3,84,91,77,0,,
1954/8/4,82,89,77,0,,
1954/8/5,79,83,76,0.5,,
1954/8/6,77,82,74,2.78,,
1954/8/7,79,83,76,0.58,,
1954/8/8,82,89,77,0,,
1954/8/9,82,89,77,0.34,,
1954/8/10,83,91,77,0,,
1954/8/11,84,91,79,0,,
1954/8/12,85,92,78,0,,
1954/8/13,86,92,78,0,,
1954/8/14,86,95,78,0,,
1954/8/15,87,97,79,0,,
1954/8/16,87,96,81,0,,
1954/8/17,87,95,81,0,,
1954/8/18,86,94,80,0.01,,
1954/8/19,84,92,79,0.47,,
1954/8/20,81,83,79,0.02,,
1954/8/21,83,90,77,0,,
1954/8/22,83,91,77,0,,
1954/8/23,82,90,76,0,,
1954/8/24,83,92,76,0,,
1954/8/25,83,91,75,1.61,,
1954/8/26,80,84,76,0.29,,
1954/8/27,83,90,75,1.31,,
1954/8/28,84,95,78,0.17,,
1954/8/29,85,89,82,0,,
1954/8/30,81,86,77,0.64,,
1954/8/31,82,91,76,0.54,,
1954/9/1,84,91,78,0,,
1954/9/2,81,88,74,0.57,,
1954/9/3,78,84,76,0.7,,
1954/9/4,81,87,75,0.99,,
1954/9/5,81,87,77,0.17,,
1954/9/6,84,92,78,0,,
1954/9/7,83,92,74,2.18,,
1954/9/8,82,91,75,0.24,,
1954/9/9,80,88,77,0.26,,
1954/9/10,81,89,76,0.18,,
1954/9/11,79,85,75,2.31,,
1954/9/12,83,90,77,0.04,,
1954/9/13,82,89,77,0,,
1954/9/14,81,90,74,0,,
1954/9/15,82,89,76,0,,
1954/9/16,83,90,77,0.03,,
1954/9/17,81,89,74,1.63,,
1954/9/18,83,89,76,0.26,,
1954/9/19,81,88,76,1.02,,
1954/9/20,81,88,74,0.01,,
1954/9/21,81,89,73,0,,
1954/9/22,81,89,75,0,,
1954/9/23,83,90,76,0,,
1954/9/24,83,91,77,0,,
1954/9/25,80,86,76,0,,
1954/9/26,75,84,67,0,,
1954/9/27,78,86,69,0,,
1954/9/28,75,81,72,0,,
1954/9/29,75,80,71,0,,
1954/9/30,78,87,69,0,,
1954/10/1,80,88,73,0,,
1954/10/2,81,89,76,0.03,,
1954/10/3,81,89,75,0.04,,
1954/10/4,79,85,76,0,,
1954/10/5,79,87,73,0,,
1954/10/6,82,91,75,0,,
1954/10/7,79,89,73,1.43,,
1954/10/8,77,84,72,0,,
1954/10/9,73,80,68,0,,
1954/10/10,70,75,66,0,,
1954/10/11,69,77,64,0,,
1954/10/12,70,78,65,0,,
1954/10/13,71,79,63,0,,
1954/10/14,72,82,61,0,,
1954/10/15,73,83,65,0,,
1954/10/16,73,85,65,0,,
1954/10/17,75,86,67,0,,
1954/10/18,73,83,65,0,,
1954/10/19,74,83,66,0,,
1954/10/20,73,84,64,0,,
1954/10/21,72,82,64,0,,
1954/10/22,71,83,63,0,,
1954/10/23,72,83,64,0,,
1954/10/24,74,82,65,0,,
1954/10/25,72,82,63,0,,
1954/10/26,72,84,62,0,,
1954/10/27,72,84,62,0,,
1954/10/28,73,83,65,0,,
1954/10/29,72,82,65,0,,
1954/10/30,74,84,68,0,,
1954/10/31,75,82,70,0,,
1954/11/1,73,83,66,0,,
1954/11/2,71,83,62,0,,
1954/11/3,70,81,61,0,,
1954/11/4,69,81,58,0,,
1954/11/5,75,83,65,0,,
1954/11/6,73,78,68,0.94,,
1954/11/7,74,82,69,1.46,,
1954/11/8,74,81,68,0.23,,
1954/11/9,74,81,70,0,,
1954/11/10,75,80,70,0,,
1954/11/11,74,80,69,0,,
1954/11/12,72,79,66,0,,
1954/11/13,74,83,66,0,,
1954/11/14,73,82,67,0,,
1954/11/15,71,79,64,0,,
1954/11/16,69,77,61,0,,
1954/11/17,66,72,62,0,,
1954/11/18,62,71,54,0,,
1954/11/19,62,71,52,0,,
1954/11/20,59,70,48,0,,
1954/11/21,59,72,47,0,,
1954/11/22,62,75,49,0,,
1954/11/23,66,78,56,0,,
1954/11/24,72,81,65,0,,
1954/11/25,70,77,66,0,,
1954/11/26,69,77,61,0,,
1954/11/27,70,79,65,0,,
1954/11/28,68,79,60,0,,
1954/11/29,69,80,61,0.01,,
1954/11/30,67,76,62,0,,
1954/12/1,65,73,59,0,,
1954/12/2,61,68,57,0,,
1954/12/3,55,62,51,0,,
1954/12/4,53,56,52,0,,
1954/12/5,56,62,52,0,,
1954/12/6,57,60,55,0.04,,
1954/12/7,54,57,52,0.09,,
1954/12/8,51,56,47,0,,
1954/12/9,49,53,46,0,,
1954/12/10,51,57,45,0,,
1954/12/11,48,54,45,0,,
1954/12/12,47,57,40,0,,
1954/12/13,50,55,45,0,,
1954/12/14,53,59,49,0,,
1954/12/15,53,61,45,0,,
1954/12/16,52,66,42,0,,
1954/12/17,50,64,39,0,,
1954/12/18,57,67,48,0,,
1954/12/19,59,67,49,0,,
1954/12/20,55,66,47,0,,
1954/12/21,56,70,45,0,,
1954/12/22,57,72,47,0,,
1954/12/23,60,73,49,0,,
1954/12/24,61,71,51,0,,
1954/12/25,62,68,58,0,,
1954/12/26,60,69,52,0,,
1954/12/27,61,71,51,0,,
1954/12/28,63,68,60,0,,
1954/12/29,57,62,53,0,,
1954/12/30,52,60,47,0.02,,
1954/12/31,47,52,43,0.03,,
1955/1/1,46,48,44,0.2,,
1955/1/2,45,49,42,0.06,,
1955/1/3,45,50,42,0.02,,
1955/1/4,45,48,43,0.03,,
1955/1/5,42,50,38,0,,
1955/1/6,44,54,38,0,,
1955/1/7,48,59,39,0,,
1955/1/8,52,64,43,0,,
1955/1/9,47,59,40,0,,
1955/1/10,42,51,35,0,,
1955/1/11,42,51,33,0,,
1955/1/12,44,58,33,0,,
1955/1/13,52,63,41,0,,
1955/1/14,60,69,53,0,,
1955/1/15,57,65,49,0,,
1955/1/16,50,58,44,0,,
1955/1/17,48,60,38,0,,
1955/1/18,54,64,47,0,,
1955/1/19,58,64,54,0,,
1955/1/20,56,67,46,0,,
1955/1/21,57,68,48,0,,
1955/1/22,56,70,45,0,,
1955/1/23,60,72,49,0,,
1955/1/24,64,73,58,0.02,,
1955/1/25,67,76,61,0,,
1955/1/26,58,71,56,0,,
1955/1/27,56,61,53,0,,
1955/1/28,58,67,53,0,,
1955/1/29,56,63,53,0,,
1955/1/30,57,71,47,0,,
1955/1/31,62,72,52,0,,
1955/2/1,62,72,52,0,,
1955/2/2,66,72,61,0,,
1955/2/3,64,71,57,0.11,,
1955/2/4,59,67,51,0,,
1955/2/5,63,66,59,0,,
1955/2/6,65,70,59,0.06,,
1955/2/7,66,71,63,0.01,,
1955/2/8,62,67,58,0.01,,
1955/2/9,66,72,62,0.02,,
1955/2/10,65,71,59,0.03,,
1955/2/11,57,60,54,0.03,,
1955/2/12,57,60,54,0,,
1955/2/13,51,56,47,0,,
1955/2/14,53,56,50,0,,
1955/2/15,59,71,51,0,,
1955/2/16,61,71,54,0,,
1955/2/17,67,78,59,0,,
1955/2/18,68,80,59,0,,
1955/2/19,64,75,51,0,,
1955/2/20,50,56,45,0,,
1955/2/21,49,59,40,0,,
1955/2/22,50,62,40,0,,
1955/2/23,58,71,47,0,,
1955/2/24,63,76,52,0,,
1955/2/25,69,79,61,0,,
1955/2/26,67,75,60,0.01,,
1955/2/27,68,80,58,0,,
1955/2/28,65,79,54,0,,
1955/3/1,68,78,59,0,,
1955/3/2,69,76,60,0,,
1955/3/3,70,77,65,0,,
1955/3/4,72,76,67,0,,
1955/3/5,70,76,62,0,,
1955/3/6,67,71,64,0.01,,
1955/3/7,71,81,65,0,,
1955/3/8,71,81,66,0,,
1955/3/9,68,78,61,0.01,,
1955/3/10,56,63,52,0.28,,
1955/3/11,63,76,54,0.01,,
1955/3/12,72,83,64,0,,
1955/3/13,64,75,57,0,,
1955/3/14,65,75,58,0,,
1955/3/15,67,76,59,0,,
1955/3/16,69,80,61,0,,
1955/3/17,72,81,65,0,,
1955/3/18,73,83,65,0,,
1955/3/19,70,76,66,0,,
1955/3/20,72,80,68,0,,
1955/3/21,74,83,66,0,,
1955/3/22,72,81,65,0,,
1955/3/23,60,70,56,0,,
1955/3/24,62,68,57,0,,
1955/3/25,58,61,54,0,,
1955/3/26,56,59,53,0,,
1955/3/27,59,63,54,0,,
1955/3/28,63,71,57,0,,
1955/3/29,67,73,61,0,,
1955/3/30,72,80,66,0,,
1955/3/31,67,74,60,0.55,,
1955/4/1,68,77,61,0.81,,
1955/4/2,60,66,55,0.22,,
1955/4/3,59,64,55,0.03,,
1955/4/4,60,66,56,0.03,,
1955/4/5,63,72,57,0,,
1955/4/6,66,75,56,0,,
1955/4/7,65,71,63,0.14,,
1955/4/8,67,76,60,0,,
1955/4/9,72,80,64,0,,
1955/4/10,76,89,64,0,,
1955/4/11,75,88,66,0,,
1955/4/12,75,83,69,0,,
1955/4/13,77,82,72,0,,
1955/4/14,78,84,74,0,,
1955/4/15,78,83,73,0,,
1955/4/16,79,87,75,0,,
1955/4/17,79,87,73,0,,
